,species,genus,subfamily,family,order,Match,Maximum Possible
0,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,71,146
1,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,71,146
2,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,71,146
3,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,69,146
4,Felis catus,Felis,Felinae,Felidae,Carnivora,69,146
5,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,69,146
6,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,68,146
7,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,68,146
8,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,68,146
9,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,68,146
10,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,68,146
11,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,68,146
12,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,67,146
13,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,66,146
14,Suricata suricatta,Suricata,,Herpestidae,Carnivora,65,146
15,Ursus arctos,Ursus,,Ursidae,Carnivora,64,146
16,Ursus americanus,Ursus,,Ursidae,Carnivora,64,146
17,Ursus maritimus,Ursus,,Ursidae,Carnivora,64,146
18,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,63,146
19,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,63,146
20,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,63,146
21,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,63,146
22,Vulpes vulpes,Vulpes,,Canidae,Carnivora,63,146
23,Choloepus didactylus,Choloepus,,Megalonychidae,Pilosa,63,146
24,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,63,146
25,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,63,146
26,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,63,146
27,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,63,146
28,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,63,146
29,Meles meles,Meles,Melinae,Mustelidae,Carnivora,63,146
30,Canis lupus dingo,Canis,,Canidae,Carnivora,62,146
31,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,62,146
32,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,62,146
33,Camelus bactrianus,Camelus,,Camelidae,Artiodactyla,62,146
34,Camelus ferus,Camelus,,Camelidae,Artiodactyla,62,146
35,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,62,146
36,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,62,146
37,Vulpes lagopus,Vulpes,,Canidae,Carnivora,62,146
38,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,61,146
39,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,61,146
40,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,61,146
41,Sus scrofa,Sus,,Suidae,Artiodactyla,61,146
42,Zalophus californianus,Zalophus,,Otariidae,Carnivora,61,146
43,Equus quagga,Equus,,Equidae,Perissodactyla,60,146
44,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,60,146
45,Equus caballus,Equus,,Equidae,Perissodactyla,60,146
46,Canis lupus familiaris,Canis,,Canidae,Carnivora,60,146
47,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,60,146
48,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,60,146
49,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,60,146
50,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,60,146
51,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,60,146
52,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,59,146
53,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,59,146
