,species,genus,subfamily,family,order,Match,Maximum Possible
0,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,68,145
1,Halichoerus grypus,Halichoerus,Phocinae,Phocidae,Carnivora,67,145
2,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,65,145
3,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,65,145
4,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,63,145
5,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,63,145
6,Zalophus californianus,Zalophus,,Otariidae,Carnivora,62,145
7,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,61,145
8,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,60,145
9,Meles meles,Meles,Melinae,Mustelidae,Carnivora,60,145
10,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,60,145
11,Vulpes vulpes,Vulpes,,Canidae,Carnivora,60,145
12,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,59,145
13,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,59,145
14,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,59,145
15,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,59,145
16,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,59,145
17,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,59,145
18,Vulpes lagopus,Vulpes,,Canidae,Carnivora,59,145
19,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,59,145
20,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,59,145
21,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,59,145
22,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,59,145
23,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,59,145
24,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,59,145
25,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,59,145
26,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,58,145
27,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,58,145
28,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,58,145
29,Felis catus,Felis,Felinae,Felidae,Carnivora,58,145
30,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,58,145
31,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,58,145
32,Canis lupus dingo,Canis,,Canidae,Carnivora,58,145
33,Ursus arctos,Ursus,,Ursidae,Carnivora,57,145
34,Ursus maritimus,Ursus,,Ursidae,Carnivora,57,145
35,Ursus americanus,Ursus,,Ursidae,Carnivora,57,145
36,Equus asinus,Equus,,Equidae,Perissodactyla,57,145
37,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,57,145
38,Suricata suricatta,Suricata,,Herpestidae,Carnivora,57,145
39,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,57,145
40,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,57,145
41,Canis lupus familiaris,Canis,,Canidae,Carnivora,57,145
42,Cebus imitator,Cebus,Cebinae,Cebidae,Primates,56,145
43,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,56,145
44,Neomonachus schauinslandi,Neomonachus,Monachinae,Phocidae,Carnivora,56,145
45,Rhinolophus ferrumequinum,Rhinolophus,Rhinolophinae,Rhinolophidae,Chiroptera,56,145
46,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,56,145
47,Hipposideros armiger,Hipposideros,,Hipposideridae,Chiroptera,56,145
48,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,56,145
49,Equus caballus,Equus,,Equidae,Perissodactyla,56,145
50,Sorex araneus,Sorex,Soricinae,Soricidae,Eulipotyphla,56,145
51,Equus quagga,Equus,,Equidae,Perissodactyla,56,145
52,Rhinolophus sinicus,Rhinolophus,Rhinolophinae,Rhinolophidae,Chiroptera,56,145
53,Callithrix jacchus,Callithrix,Callitrichinae,Cebidae,Primates,55,145
54,Sapajus apella,Sapajus,Cebinae,Cebidae,Primates,55,145
