,species,genus,subfamily,family,order,Match,Maximum Possible
0,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,169,293
1,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,167,293
2,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,157,293
3,Halichoerus grypus,Halichoerus,Phocinae,Phocidae,Carnivora,155,293
4,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,152,293
5,Zalophus californianus,Zalophus,,Otariidae,Carnivora,151,293
6,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,151,293
7,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,149,293
8,Meles meles,Meles,Melinae,Mustelidae,Carnivora,146,293
9,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,146,293
10,Neomonachus schauinslandi,Neomonachus,Monachinae,Phocidae,Carnivora,144,293
11,Ursus maritimus,Ursus,,Ursidae,Carnivora,144,293
12,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,144,293
13,Ursus arctos,Ursus,,Ursidae,Carnivora,144,293
14,Ursus americanus,Ursus,,Ursidae,Carnivora,144,293
15,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,143,293
16,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,143,293
17,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,143,293
18,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,143,293
19,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,143,293
20,Vulpes vulpes,Vulpes,,Canidae,Carnivora,140,293
21,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,140,293
22,Canis lupus dingo,Canis,,Canidae,Carnivora,139,293
23,Suricata suricatta,Suricata,,Herpestidae,Carnivora,139,293
24,Vulpes lagopus,Vulpes,,Canidae,Carnivora,139,293
25,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,139,293
26,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,138,293
27,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,137,293
28,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,137,293
29,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,137,293
30,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,137,293
31,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,136,293
32,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,136,293
33,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,136,293
34,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,136,293
35,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,136,293
36,Felis catus,Felis,Felinae,Felidae,Carnivora,135,293
37,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,134,293
38,Canis lupus familiaris,Canis,,Canidae,Carnivora,133,293
39,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,132,293
40,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,127,293
41,Choloepus didactylus,Choloepus,,Megalonychidae,Pilosa,127,293
42,Manis pentadactyla,Manis,,Manidae,Pholidota,126,293
43,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,126,293
44,Elephas maximus indicus,Elephas,,Elephantidae,Proboscidea,126,293
45,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,126,293
