,species,genus,subfamily,family,order,Match,Maximum Possible
0,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,170,293
1,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,169,293
2,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,159,293
3,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,156,293
4,Halichoerus grypus,Halichoerus,Phocinae,Phocidae,Carnivora,156,293
5,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,154,293
6,Zalophus californianus,Zalophus,,Otariidae,Carnivora,154,293
7,Meles meles,Meles,Melinae,Mustelidae,Carnivora,153,293
8,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,153,293
9,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,152,293
10,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,151,293
11,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,151,293
12,Ursus americanus,Ursus,,Ursidae,Carnivora,150,293
13,Ursus arctos,Ursus,,Ursidae,Carnivora,150,293
14,Vulpes vulpes,Vulpes,,Canidae,Carnivora,150,293
15,Ursus maritimus,Ursus,,Ursidae,Carnivora,150,293
16,Canis lupus dingo,Canis,,Canidae,Carnivora,149,293
17,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,149,293
18,Vulpes lagopus,Vulpes,,Canidae,Carnivora,149,293
19,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,149,293
20,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,149,293
21,Suricata suricatta,Suricata,,Herpestidae,Carnivora,148,293
22,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,148,293
23,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,148,293
24,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,148,293
25,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,148,293
26,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,148,293
27,Neomonachus schauinslandi,Neomonachus,Monachinae,Phocidae,Carnivora,147,293
28,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,147,293
29,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,147,293
30,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,146,293
31,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,146,293
32,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,145,293
