,species,genus,subfamily,family,order,Match,Maximum Possible
0,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,135,254
1,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,135,254
2,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,135,254
3,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,132,254
4,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,130,254
5,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,129,254
6,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,129,254
7,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,128,254
8,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,128,254
9,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,128,254
10,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,128,254
11,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,127,254
12,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,127,254
13,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,127,254
14,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,127,254
15,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,127,254
16,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,127,254
17,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,120,254
18,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,120,254
19,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,120,254
20,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,120,254
21,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,120,254
22,Lemur catta,Lemur,,Lemuridae,Primates,119,254
23,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,119,254
24,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,119,254
25,Ursus americanus,Ursus,,Ursidae,Carnivora,118,254
26,Meles meles,Meles,Melinae,Mustelidae,Carnivora,118,254
27,Ursus arctos,Ursus,,Ursidae,Carnivora,118,254
28,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,118,254
29,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,118,254
30,Propithecus coquereli,Propithecus,,Indriidae,Primates,117,254
31,Ursus maritimus,Ursus,,Ursidae,Carnivora,117,254
32,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,116,254
33,Felis catus,Felis,Felinae,Felidae,Carnivora,116,254
34,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,115,254
35,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,115,254
36,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,115,254
37,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,115,254
38,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,115,254
39,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,115,254
40,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,115,254
41,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,114,254
