,species,genus,subfamily,family,order,Match,Maximum Possible
0,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,115,231
1,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,114,231
2,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,109,231
3,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,109,231
4,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,109,231
5,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,109,231
6,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,108,231
7,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,108,231
8,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,105,231
9,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,105,231
10,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,105,231
11,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,103,231
12,Felis catus,Felis,Felinae,Felidae,Carnivora,103,231
13,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,102,231
14,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,102,231
15,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,101,231
16,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,101,231
17,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,101,231
18,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,101,231
19,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,101,231
20,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,101,231
21,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,101,231
22,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,101,231
23,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,101,231
24,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,101,231
25,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,100,231
26,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,100,231
27,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,100,231
28,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,100,231
29,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,100,231
30,Propithecus coquereli,Propithecus,,Indriidae,Primates,99,231
31,Lemur catta,Lemur,,Lemuridae,Primates,99,231
32,Equus caballus,Equus,,Equidae,Perissodactyla,99,231
33,Ursus americanus,Ursus,,Ursidae,Carnivora,99,231
34,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,99,231
35,Ursus maritimus,Ursus,,Ursidae,Carnivora,99,231
36,Ursus arctos,Ursus,,Ursidae,Carnivora,99,231
37,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,99,231
38,Equus asinus,Equus,,Equidae,Perissodactyla,99,231
39,Equus quagga,Equus,,Equidae,Perissodactyla,99,231
40,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,98,231
41,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,98,231
42,Phyllostomus discolor,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,98,231
43,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,98,231
44,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,98,231
45,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,98,231
46,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,98,231
47,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,98,231
48,Sturnira hondurensis,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera,98,231
49,Suricata suricatta,Suricata,,Herpestidae,Carnivora,97,231
50,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,97,231
51,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,97,231
52,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,97,231
53,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,96,231
54,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,96,231
55,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,96,231
56,Camelus bactrianus,Camelus,,Camelidae,Artiodactyla,96,231
57,Cynocephalus volans,Cynocephalus,,Cynocephalidae,Dermoptera,96,231
58,Meles meles,Meles,Melinae,Mustelidae,Carnivora,96,231
59,Saimiri boliviensis boliviensis,Saimiri,Saimiriinae,Cebidae,Primates,96,231
60,Tupaia chinensis,Tupaia,,Tupaiidae,Scandentia,96,231
