,species,genus,subfamily,family,order,Match,Maximum Possible
0,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,103,206
1,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,101,206
2,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,100,206
3,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,100,206
4,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,99,206
5,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,99,206
6,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,99,206
7,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,99,206
8,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,99,206
9,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,94,206
10,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,94,206
11,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,93,206
12,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,93,206
13,Lemur catta,Lemur,,Lemuridae,Primates,93,206
14,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,93,206
15,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,93,206
16,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,93,206
17,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,93,206
18,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,93,206
19,Physeter catodon,Physeter,,Physeteridae,Artiodactyla,92,206
20,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,91,206
21,Mesoplodon densirostris,Mesoplodon,,Ziphiidae,Artiodactyla,91,206
22,Sturnira hondurensis,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera,91,206
23,Ursus maritimus,Ursus,,Ursidae,Carnivora,90,206
24,Ursus arctos,Ursus,,Ursidae,Carnivora,90,206
25,Trachypithecus francoisi,Trachypithecus,Colobinae,Cercopithecidae,Primates,90,206
26,Ursus americanus,Ursus,,Ursidae,Carnivora,90,206
27,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,89,206
28,Equus quagga,Equus,,Equidae,Perissodactyla,89,206
29,Equus caballus,Equus,,Equidae,Perissodactyla,89,206
30,Rhinopithecus roxellana,Rhinopithecus,Colobinae,Cercopithecidae,Primates,89,206
31,Equus asinus,Equus,,Equidae,Perissodactyla,89,206
32,Rhinopithecus bieti,Rhinopithecus,Colobinae,Cercopithecidae,Primates,89,206
33,Piliocolobus tephrosceles,Piliocolobus,Colobinae,Cercopithecidae,Primates,88,206
34,Propithecus coquereli,Propithecus,,Indriidae,Primates,88,206
35,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,88,206
36,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,87,206
37,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,87,206
38,Felis catus,Felis,Felinae,Felidae,Carnivora,87,206
39,Chlorocebus sabaeus,Chlorocebus,Cercopithecinae,Cercopithecidae,Primates,87,206
40,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,87,206
41,Suricata suricatta,Suricata,,Herpestidae,Carnivora,87,206
42,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,87,206
43,Papio anubis,Papio,Cercopithecinae,Cercopithecidae,Primates,87,206
44,Colobus angolensis palliatus,Colobus,Colobinae,Cercopithecidae,Primates,87,206
45,Hipposideros armiger,Hipposideros,,Hipposideridae,Chiroptera,87,206
46,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,87,206
47,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,86,206
48,Trichechus manatus latirostris,Trichechus,,Trichechidae,Sirenia,86,206
49,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,86,206
50,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,86,206
51,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,86,206
52,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,86,206
53,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,86,206
54,Camelus ferus,Camelus,,Camelidae,Artiodactyla,86,206
55,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,86,206
56,Camelus bactrianus,Camelus,,Camelidae,Artiodactyla,86,206
57,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,86,206
58,Artibeus jamaicensis,Artibeus,Stenodermatinae,Phyllostomidae,Chiroptera,86,206
59,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,86,206
60,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,86,206
61,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,86,206
62,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,86,206
63,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,86,206
64,Cercocebus atys,Cercocebus,Cercopithecinae,Cercopithecidae,Primates,85,206
65,Mandrillus leucophaeus,Mandrillus,Cercopithecinae,Cercopithecidae,Primates,85,206
66,Balaenoptera acutorostrata,Balaenoptera,,Balaenopteridae,Artiodactyla,85,206
67,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,85,206
68,Pipistrellus kuhlii,Pipistrellus,,Vespertilionidae,Chiroptera,85,206
69,Macaca thibetana thibetana,Macaca,Cercopithecinae,Cercopithecidae,Primates,85,206
70,Orcinus orca,Orcinus,,Delphinidae,Artiodactyla,85,206
71,Castor canadensis,Castor,,Castoridae,Rodentia,85,206
72,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,85,206
73,Phyllostomus hastatus,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,85,206
74,Theropithecus gelada,Theropithecus,Cercopithecinae,Cercopithecidae,Primates,85,206
75,Macaca mulatta,Macaca,Cercopithecinae,Cercopithecidae,Primates,85,206
76,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,84,206
77,Rhinolophus sinicus,Rhinolophus,Rhinolophinae,Rhinolophidae,Chiroptera,84,206
78,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,84,206
79,Microcebus murinus,Microcebus,,Cheirogaleidae,Primates,84,206
80,Macaca fascicularis,Macaca,Cercopithecinae,Cercopithecidae,Primates,84,206
81,Lagenorhynchus albirostris,Lagenorhynchus,,Delphinidae,Artiodactyla,84,206
82,Globicephala melas,Globicephala,,Delphinidae,Artiodactyla,84,206
83,Miniopterus natalensis,Miniopterus,,Miniopteridae,Chiroptera,84,206
84,Halichoerus grypus,Halichoerus,Phocinae,Phocidae,Carnivora,84,206
85,Sus scrofa,Sus,,Suidae,Artiodactyla,84,206
86,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,84,206
87,Meles meles,Meles,Melinae,Mustelidae,Carnivora,84,206
88,Lagenorhynchus obliquidens,Lagenorhynchus,,Delphinidae,Artiodactyla,84,206
89,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,84,206
90,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,84,206
91,Phyllostomus discolor,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,84,206
92,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,84,206
93,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,84,206
94,Delphinus delphis,Delphinus,,Delphinidae,Artiodactyla,84,206
95,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,84,206
96,Tursiops truncatus,Tursiops,,Delphinidae,Artiodactyla,84,206
97,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,83,206
98,Canis lupus dingo,Canis,,Canidae,Carnivora,83,206
99,Phocoena sinus,Phocoena,,Phocoenidae,Artiodactyla,83,206
100,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,83,206
101,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,83,206
102,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,83,206
103,Canis lupus familiaris,Canis,,Canidae,Carnivora,83,206
104,Vulpes vulpes,Vulpes,,Canidae,Carnivora,83,206
105,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,83,206
106,Dasypus novemcinctus,Dasypus,,Dasypodidae,Cingulata,83,206
107,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,83,206
108,Nomascus leucogenys,Nomascus,,Hylobatidae,Primates,83,206
109,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,83,206
110,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,83,206
111,Vulpes lagopus,Vulpes,,Canidae,Carnivora,83,206
