,species,genus,subfamily,family,order,Match,Maximum Possible
0,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,91,140
1,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,89,140
2,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,88,140
3,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,86,140
4,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,84,140
5,Mus caroli,Mus,Murinae,Muridae,Rodentia,83,140
6,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,81,140
7,Chionomys nivalis,Chionomys,Arvicolinae,Cricetidae,Rodentia,79,140
8,Microtus fortis,Microtus,Arvicolinae,Cricetidae,Rodentia,79,140
9,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,79,140
10,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,78,140
11,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,78,140
12,Microtus ochrogaster,Microtus,Arvicolinae,Cricetidae,Rodentia,78,140
13,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,77,140
14,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,77,140
15,Acomys russatus,Acomys,Deomyinae,Muridae,Rodentia,77,140
16,Mus musculus,Mus,Murinae,Muridae,Rodentia,76,140
17,Microtus oregoni,Microtus,Arvicolinae,Cricetidae,Rodentia,76,140
18,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,75,140
19,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,75,140
20,Peromyscus leucopus,Peromyscus,Neotominae,Cricetidae,Rodentia,74,140
21,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,71,140
22,Peromyscus californicus insignis,Peromyscus,Neotominae,Cricetidae,Rodentia,70,140
23,Onychomys torridus,Onychomys,Neotominae,Cricetidae,Rodentia,68,140
24,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,68,140
25,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,68,140
26,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,67,140
27,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,67,140
28,Choloepus didactylus,Choloepus,,Megalonychidae,Pilosa,67,140
29,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,66,140
30,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,66,140
31,Suncus etruscus,Suncus,Crocidurinae,Soricidae,Eulipotyphla,65,140
32,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,65,140
33,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,64,140
34,Carlito syrichta,Carlito,,Tarsiidae,Primates,63,140
35,Sciurus carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia,63,140
36,Chinchilla lanigera,Chinchilla,,Chinchillidae,Rodentia,63,140
37,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,62,140
38,Erinaceus europaeus,Erinaceus,Erinaceinae,Erinaceidae,Eulipotyphla,62,140
39,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,62,140
40,Sturnira hondurensis,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera,62,140
41,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,62,140
42,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,62,140
43,Phyllostomus discolor,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,62,140
44,Trichechus manatus latirostris,Trichechus,,Trichechidae,Sirenia,62,140
45,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,61,140
46,Talpa occidentalis,Talpa,,Talpidae,Eulipotyphla,61,140
47,Cynocephalus volans,Cynocephalus,,Cynocephalidae,Dermoptera,61,140
48,Microcebus murinus,Microcebus,,Cheirogaleidae,Primates,61,140
49,Lemur catta,Lemur,,Lemuridae,Primates,61,140
50,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,61,140
51,Jaculus jaculus,Jaculus,Dipodinae,Dipodidae,Rodentia,61,140
52,Cavia porcellus,Cavia,,Caviidae,Rodentia,60,140
53,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,60,140
54,Phyllostomus hastatus,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,60,140
55,Sus scrofa,Sus,,Suidae,Artiodactyla,60,140
56,Manis javanica,Manis,,Manidae,Pholidota,60,140
57,Sorex araneus,Sorex,Soricinae,Soricidae,Eulipotyphla,60,140
58,Myotis myotis,Myotis,,Vespertilionidae,Chiroptera,60,140
59,Galeopterus variegatus,Galeopterus,,Cynocephalidae,Dermoptera,60,140
60,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,59,140
61,Propithecus coquereli,Propithecus,,Indriidae,Primates,59,140
62,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,59,140
63,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,59,140
64,Zalophus californianus,Zalophus,,Otariidae,Carnivora,59,140
65,Pipistrellus kuhlii,Pipistrellus,,Vespertilionidae,Chiroptera,59,140
66,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,59,140
67,Felis catus,Felis,Felinae,Felidae,Carnivora,59,140
68,Myotis lucifugus,Myotis,,Vespertilionidae,Chiroptera,59,140
69,Eptesicus fuscus,Eptesicus,,Vespertilionidae,Chiroptera,59,140
70,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,59,140
71,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,59,140
72,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,59,140
73,Nycticebus coucang,Nycticebus,,Lorisidae,Primates,59,140
74,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,59,140
75,Meles meles,Meles,Melinae,Mustelidae,Carnivora,59,140
