,species,genus,subfamily,family,order,Match,Maximum Possible
0,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,127,251
1,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,127,251
2,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,127,251
3,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,127,251
4,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,127,251
5,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,126,251
6,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,124,251
7,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,124,251
8,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,122,251
9,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,122,251
10,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,122,251
11,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,121,251
12,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,119,251
13,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,119,251
14,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,118,251
15,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,118,251
16,Equus quagga,Equus,,Equidae,Perissodactyla,116,251
17,Equus asinus,Equus,,Equidae,Perissodactyla,116,251
18,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,116,251
19,Equus caballus,Equus,,Equidae,Perissodactyla,116,251
20,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,114,251
21,Sus scrofa,Sus,,Suidae,Artiodactyla,114,251
22,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,114,251
23,Rhinolophus sinicus,Rhinolophus,Rhinolophinae,Rhinolophidae,Chiroptera,114,251
24,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,114,251
