,species,genus,subfamily,family,order,Match,Maximum Possible
0,Sus scrofa,Sus,,Suidae,Artiodactyla,144,251
1,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,144,251
2,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,139,251
3,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,126,251
4,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,125,251
5,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,125,251
6,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,125,251
7,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,125,251
8,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,125,251
9,Felis catus,Felis,Felinae,Felidae,Carnivora,125,251
10,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,125,251
11,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,125,251
12,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,125,251
13,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,124,251
14,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,124,251
15,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,122,251
16,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,122,251
17,Equus asinus,Equus,,Equidae,Perissodactyla,120,251
18,Equus quagga,Equus,,Equidae,Perissodactyla,120,251
19,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,120,251
20,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,120,251
21,Pipistrellus kuhlii,Pipistrellus,,Vespertilionidae,Chiroptera,120,251
22,Equus caballus,Equus,,Equidae,Perissodactyla,119,251
23,Suricata suricatta,Suricata,,Herpestidae,Carnivora,119,251
24,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,119,251
25,Meles meles,Meles,Melinae,Mustelidae,Carnivora,118,251
26,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,118,251
27,Myotis myotis,Myotis,,Vespertilionidae,Chiroptera,118,251
28,Physeter catodon,Physeter,,Physeteridae,Artiodactyla,117,251
29,Myotis daubentonii,Myotis,,Vespertilionidae,Chiroptera,117,251
30,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,117,251
31,Eptesicus fuscus,Eptesicus,,Vespertilionidae,Chiroptera,117,251
32,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,117,251
33,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,117,251
34,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,117,251
35,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,117,251
36,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,116,251
37,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,116,251
38,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,116,251
39,Manis pentadactyla,Manis,,Manidae,Pholidota,116,251
40,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,116,251
41,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,116,251
42,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,116,251
