,species,genus,subfamily,family,order,Match,Maximum Possible
0,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,159,254
1,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,159,254
2,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,159,254
3,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,156,254
4,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,153,254
5,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,153,254
6,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,152,254
7,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,152,254
8,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,150,254
9,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,149,254
10,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,149,254
11,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,149,254
12,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,149,254
13,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,149,254
14,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,149,254
15,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,148,254
16,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,147,254
17,Propithecus coquereli,Propithecus,,Indriidae,Primates,141,254
18,Lemur catta,Lemur,,Lemuridae,Primates,140,254
19,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,138,254
20,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,136,254
21,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,136,254
22,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,136,254
23,Tupaia chinensis,Tupaia,,Tupaiidae,Scandentia,136,254
24,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,136,254
25,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,136,254
26,Equus quagga,Equus,,Equidae,Perissodactyla,135,254
27,Meles meles,Meles,Melinae,Mustelidae,Carnivora,135,254
28,Equus caballus,Equus,,Equidae,Perissodactyla,135,254
29,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,135,254
30,Ursus arctos,Ursus,,Ursidae,Carnivora,134,254
31,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,134,254
32,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,134,254
33,Equus asinus,Equus,,Equidae,Perissodactyla,134,254
34,Ursus americanus,Ursus,,Ursidae,Carnivora,134,254
35,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,134,254
36,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,134,254
37,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,133,254
38,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,133,254
39,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,133,254
40,Felis catus,Felis,Felinae,Felidae,Carnivora,133,254
41,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,133,254
42,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,133,254
43,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,132,254
44,Camelus bactrianus,Camelus,,Camelidae,Artiodactyla,132,254
45,Camelus ferus,Camelus,,Camelidae,Artiodactyla,132,254
46,Phocoena sinus,Phocoena,,Phocoenidae,Artiodactyla,132,254
47,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,132,254
48,Ursus maritimus,Ursus,,Ursidae,Carnivora,132,254
49,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,132,254
50,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,132,254
51,Vulpes vulpes,Vulpes,,Canidae,Carnivora,132,254
52,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,132,254
53,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,132,254
54,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,132,254
55,Piliocolobus tephrosceles,Piliocolobus,Colobinae,Cercopithecidae,Primates,132,254
56,Vulpes lagopus,Vulpes,,Canidae,Carnivora,132,254
57,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,131,254
58,Rhinopithecus roxellana,Rhinopithecus,Colobinae,Cercopithecidae,Primates,131,254
59,Chlorocebus sabaeus,Chlorocebus,Cercopithecinae,Cercopithecidae,Primates,131,254
60,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,131,254
61,Suricata suricatta,Suricata,,Herpestidae,Carnivora,131,254
62,Sus scrofa,Sus,,Suidae,Artiodactyla,131,254
63,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,131,254
64,Rhinopithecus bieti,Rhinopithecus,Colobinae,Cercopithecidae,Primates,130,254
65,Sciurus carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia,130,254
66,Canis lupus dingo,Canis,,Canidae,Carnivora,130,254
67,Monodon monoceros,Monodon,,Monodontidae,Artiodactyla,130,254
68,Macaca mulatta,Macaca,Cercopithecinae,Cercopithecidae,Primates,130,254
69,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,130,254
70,Trachypithecus francoisi,Trachypithecus,Colobinae,Cercopithecidae,Primates,130,254
71,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,130,254
72,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,129,254
73,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,129,254
74,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,129,254
75,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,129,254
76,Colobus angolensis palliatus,Colobus,Colobinae,Cercopithecidae,Primates,129,254
77,Physeter catodon,Physeter,,Physeteridae,Artiodactyla,129,254
78,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,129,254
79,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,128,254
80,Balaenoptera acutorostrata,Balaenoptera,,Balaenopteridae,Artiodactyla,128,254
81,Macaca fascicularis,Macaca,Cercopithecinae,Cercopithecidae,Primates,128,254
82,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,128,254
83,Macaca thibetana thibetana,Macaca,Cercopithecinae,Cercopithecidae,Primates,128,254
84,Theropithecus gelada,Theropithecus,Cercopithecinae,Cercopithecidae,Primates,128,254
85,Canis lupus familiaris,Canis,,Canidae,Carnivora,128,254
86,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,128,254
87,Delphinapterus leucas,Delphinapterus,,Monodontidae,Artiodactyla,128,254
88,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,128,254
89,Papio anubis,Papio,Cercopithecinae,Cercopithecidae,Primates,128,254
90,Mandrillus leucophaeus,Mandrillus,Cercopithecinae,Cercopithecidae,Primates,127,254
