,species,genus,subfamily,family,order,Match,Maximum Possible
0,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,95,152
1,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,92,152
2,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,91,152
3,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,90,152
4,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,89,152
5,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,88,152
6,Mus caroli,Mus,Murinae,Muridae,Rodentia,86,152
7,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,86,152
8,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,86,152
9,Mus musculus,Mus,Murinae,Muridae,Rodentia,86,152
10,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,85,152
11,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,84,152
12,Chionomys nivalis,Chionomys,Arvicolinae,Cricetidae,Rodentia,84,152
13,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,84,152
14,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,84,152
15,Microtus fortis,Microtus,Arvicolinae,Cricetidae,Rodentia,84,152
16,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,83,152
17,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,83,152
18,Microtus ochrogaster,Microtus,Arvicolinae,Cricetidae,Rodentia,83,152
19,Peromyscus leucopus,Peromyscus,Neotominae,Cricetidae,Rodentia,82,152
20,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,82,152
21,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,81,152
22,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,81,152
