,species,genus,subfamily,family,order,Match,Maximum Possible
0,Mus musculus,Mus,Murinae,Muridae,Rodentia,65,132
1,Mus caroli,Mus,Murinae,Muridae,Rodentia,61,132
2,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,58,132
3,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,57,132
4,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,56,132
5,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,56,132
6,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,52,132
7,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,50,132
8,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,50,132
9,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,50,132
10,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,49,132
11,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,49,132
12,Castor canadensis,Castor,,Castoridae,Rodentia,49,132
13,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,48,132
14,Sciurus carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia,48,132
15,Acomys russatus,Acomys,Deomyinae,Muridae,Rodentia,48,132
16,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,48,132
17,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,48,132
18,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,48,132
19,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,47,132
20,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,47,132
21,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,47,132
22,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,46,132
23,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,46,132
24,Antechinus flavipes,Antechinus,,Dasyuridae,Dasyuromorphia,46,132
25,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,46,132
26,Felis catus,Felis,Felinae,Felidae,Carnivora,46,132
