,species,genus,subfamily,family,order,Match,Maximum Possible
0,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,72,128
1,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,71,128
2,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,70,128
3,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,70,128
4,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,69,128
5,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,68,128
6,Mus caroli,Mus,Murinae,Muridae,Rodentia,65,128
7,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,63,128
8,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,63,128
9,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,63,128
10,Mus musculus,Mus,Murinae,Muridae,Rodentia,62,128
11,Microtus fortis,Microtus,Arvicolinae,Cricetidae,Rodentia,61,128
12,Chionomys nivalis,Chionomys,Arvicolinae,Cricetidae,Rodentia,61,128
13,Microtus ochrogaster,Microtus,Arvicolinae,Cricetidae,Rodentia,61,128
14,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,61,128
15,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,61,128
16,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,61,128
17,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,60,128
18,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,59,128
19,Microtus oregoni,Microtus,Arvicolinae,Cricetidae,Rodentia,59,128
20,Peromyscus leucopus,Peromyscus,Neotominae,Cricetidae,Rodentia,58,128
21,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,57,128
22,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,57,128
23,Peromyscus californicus insignis,Peromyscus,Neotominae,Cricetidae,Rodentia,56,128
24,Acomys russatus,Acomys,Deomyinae,Muridae,Rodentia,55,128
25,Onychomys torridus,Onychomys,Neotominae,Cricetidae,Rodentia,54,128
26,Fukomys damarensis,Fukomys,,Bathyergidae,Rodentia,54,128
27,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,54,128
28,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,54,128
29,Equus asinus,Equus,,Equidae,Perissodactyla,53,128
30,Jaculus jaculus,Jaculus,Dipodinae,Dipodidae,Rodentia,53,128
31,Equus caballus,Equus,,Equidae,Perissodactyla,53,128
32,Equus quagga,Equus,,Equidae,Perissodactyla,53,128
33,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,53,128
34,Castor canadensis,Castor,,Castoridae,Rodentia,53,128
35,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,52,128
36,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,52,128
37,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,52,128
38,Talpa occidentalis,Talpa,,Talpidae,Eulipotyphla,51,128
39,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,51,128
40,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,51,128
41,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,51,128
42,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,51,128
43,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,51,128
44,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,51,128
45,Suncus etruscus,Suncus,Crocidurinae,Soricidae,Eulipotyphla,51,128
46,Sturnira hondurensis,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera,51,128
47,Artibeus jamaicensis,Artibeus,Stenodermatinae,Phyllostomidae,Chiroptera,51,128
48,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,51,128
49,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,51,128
50,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,51,128
51,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,50,128
52,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,50,128
53,Galeopterus variegatus,Galeopterus,,Cynocephalidae,Dermoptera,50,128
54,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,50,128
55,Phyllostomus hastatus,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,50,128
56,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,50,128
57,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,50,128
58,Sciurus carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia,50,128
59,Meles meles,Meles,Melinae,Mustelidae,Carnivora,50,128
60,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,50,128
61,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,50,128
62,Balaenoptera musculus,Balaenoptera,,Balaenopteridae,Artiodactyla,50,128
63,Phocoena sinus,Phocoena,,Phocoenidae,Artiodactyla,49,128
64,Nycticebus coucang,Nycticebus,,Lorisidae,Primates,49,128
65,Physeter catodon,Physeter,,Physeteridae,Artiodactyla,49,128
66,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,49,128
67,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,49,128
