,species,genus,subfamily,family,order,Match,Maximum Possible
0,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,94,146
1,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,94,146
2,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,94,146
3,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,93,146
4,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,93,146
5,Equus quagga,Equus,,Equidae,Perissodactyla,92,146
6,Felis catus,Felis,Felinae,Felidae,Carnivora,92,146
7,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,92,146
8,Equus caballus,Equus,,Equidae,Perissodactyla,91,146
9,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,91,146
10,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,91,146
11,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,91,146
12,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,91,146
13,Equus asinus,Equus,,Equidae,Perissodactyla,91,146
14,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,91,146
15,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,91,146
16,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,91,146
17,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,90,146
18,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,89,146
19,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,89,146
20,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,88,146
21,Cynocephalus volans,Cynocephalus,,Cynocephalidae,Dermoptera,87,146
22,Trichechus manatus latirostris,Trichechus,,Trichechidae,Sirenia,87,146
23,Camelus bactrianus,Camelus,,Camelidae,Artiodactyla,87,146
24,Camelus ferus,Camelus,,Camelidae,Artiodactyla,87,146
25,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,87,146
26,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,87,146
27,Galeopterus variegatus,Galeopterus,,Cynocephalidae,Dermoptera,86,146
28,Loxodonta africana,Loxodonta,,Elephantidae,Proboscidea,86,146
29,Vulpes vulpes,Vulpes,,Canidae,Carnivora,86,146
30,Suricata suricatta,Suricata,,Herpestidae,Carnivora,86,146
31,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,86,146
32,Vulpes lagopus,Vulpes,,Canidae,Carnivora,86,146
33,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,86,146
34,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,86,146
35,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,86,146
36,Mus musculus,Mus,Murinae,Muridae,Rodentia,86,146
37,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,86,146
38,Rhinolophus sinicus,Rhinolophus,Rhinolophinae,Rhinolophidae,Chiroptera,85,146
39,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,85,146
40,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,85,146
41,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,85,146
42,Ursus maritimus,Ursus,,Ursidae,Carnivora,85,146
43,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,85,146
44,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,85,146
45,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,85,146
46,Meles meles,Meles,Melinae,Mustelidae,Carnivora,85,146
47,Ursus americanus,Ursus,,Ursidae,Carnivora,85,146
48,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,85,146
49,Ursus arctos,Ursus,,Ursidae,Carnivora,85,146
50,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,85,146
51,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,85,146
52,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,85,146
53,Elephas maximus indicus,Elephas,,Elephantidae,Proboscidea,85,146
54,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,85,146
55,Canis lupus dingo,Canis,,Canidae,Carnivora,84,146
56,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,84,146
57,Zalophus californianus,Zalophus,,Otariidae,Carnivora,84,146
58,Propithecus coquereli,Propithecus,,Indriidae,Primates,84,146
59,Choloepus didactylus,Choloepus,,Megalonychidae,Pilosa,84,146
60,Orcinus orca,Orcinus,,Delphinidae,Artiodactyla,84,146
61,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,84,146
62,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,84,146
63,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,84,146
