,species,genus,subfamily,family,order,Match,Maximum Possible
0,Equus asinus,Equus,,Equidae,Perissodactyla,213,300
1,Equus quagga,Equus,,Equidae,Perissodactyla,211,300
2,Equus caballus,Equus,,Equidae,Perissodactyla,210,300
3,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,206,300
4,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,206,300
5,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,206,300
6,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,206,300
7,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,204,300
8,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,204,300
9,Felis catus,Felis,Felinae,Felidae,Carnivora,204,300
10,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,204,300
11,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,204,300
12,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,204,300
13,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,204,300
14,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,204,300
15,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,203,300
16,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,203,300
17,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,202,300
18,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,200,300
19,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,197,300
20,Propithecus coquereli,Propithecus,,Indriidae,Primates,197,300
21,Suricata suricatta,Suricata,,Herpestidae,Carnivora,197,300
22,Choloepus didactylus,Choloepus,,Megalonychidae,Pilosa,197,300
23,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,197,300
24,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,196,300
25,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,196,300
26,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,196,300
27,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,196,300
28,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,196,300
29,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,196,300
30,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,196,300
31,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,195,300
32,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,195,300
33,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,195,300
34,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,195,300
35,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,195,300
36,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,195,300
37,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,195,300
38,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,195,300
39,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,194,300
40,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,194,300
41,Hipposideros armiger,Hipposideros,,Hipposideridae,Chiroptera,193,300
42,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,193,300
43,Macaca thibetana thibetana,Macaca,Cercopithecinae,Cercopithecidae,Primates,193,300
44,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,193,300
45,Macaca fascicularis,Macaca,Cercopithecinae,Cercopithecidae,Primates,193,300
46,Callithrix jacchus,Callithrix,Callitrichinae,Cebidae,Primates,193,300
47,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,192,300
48,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,192,300
49,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,192,300
50,Cercocebus atys,Cercocebus,Cercopithecinae,Cercopithecidae,Primates,192,300
