,species,genus,subfamily,family,order,Match,Maximum Possible
0,Sorex araneus,Sorex,Soricinae,Soricidae,Eulipotyphla,89,146
1,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,87,146
2,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,87,146
3,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,87,146
4,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,87,146
5,Equus asinus,Equus,,Equidae,Perissodactyla,87,146
6,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,87,146
7,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,87,146
8,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,87,146
9,Equus quagga,Equus,,Equidae,Perissodactyla,87,146
10,Sorex fumeus,Sorex,Soricinae,Soricidae,Eulipotyphla,86,146
11,Meles meles,Meles,Melinae,Mustelidae,Carnivora,86,146
12,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,86,146
13,Equus caballus,Equus,,Equidae,Perissodactyla,86,146
14,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,86,146
15,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,86,146
16,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,85,146
17,Vulpes vulpes,Vulpes,,Canidae,Carnivora,85,146
18,Galeopterus variegatus,Galeopterus,,Cynocephalidae,Dermoptera,85,146
19,Vulpes lagopus,Vulpes,,Canidae,Carnivora,85,146
20,Felis catus,Felis,Felinae,Felidae,Carnivora,85,146
21,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,84,146
22,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,84,146
23,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,84,146
24,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,84,146
25,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,84,146
26,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,84,146
27,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,84,146
28,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,84,146
29,Propithecus coquereli,Propithecus,,Indriidae,Primates,84,146
30,Suricata suricatta,Suricata,,Herpestidae,Carnivora,84,146
31,Microcebus murinus,Microcebus,,Cheirogaleidae,Primates,84,146
32,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,84,146
33,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,84,146
34,Phoca vitulina,Phoca,Phocinae,Phocidae,Carnivora,84,146
35,Zalophus californianus,Zalophus,,Otariidae,Carnivora,84,146
36,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,84,146
37,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,84,146
38,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,84,146
39,Cynocephalus volans,Cynocephalus,,Cynocephalidae,Dermoptera,84,146
40,Ursus americanus,Ursus,,Ursidae,Carnivora,83,146
41,Ursus maritimus,Ursus,,Ursidae,Carnivora,83,146
42,Ursus arctos,Ursus,,Ursidae,Carnivora,83,146
43,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,83,146
44,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,83,146
45,Castor canadensis,Castor,,Castoridae,Rodentia,83,146
46,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,83,146
47,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,83,146
48,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,83,146
49,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,82,146
50,Halichoerus grypus,Halichoerus,Phocinae,Phocidae,Carnivora,82,146
51,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,82,146
52,Canis lupus familiaris,Canis,,Canidae,Carnivora,82,146
53,Canis lupus dingo,Canis,,Canidae,Carnivora,82,146
