,species,genus,subfamily,family,order,Match,Maximum Possible
0,Equus caballus,Equus,,Equidae,Perissodactyla,132,168
1,Equus asinus,Equus,,Equidae,Perissodactyla,132,168
2,Equus quagga,Equus,,Equidae,Perissodactyla,132,168
3,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,126,168
4,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,124,168
5,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,123,168
6,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,123,168
7,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,123,168
8,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,122,168
9,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,122,168
10,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,122,168
11,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,122,168
12,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,122,168
13,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,122,168
14,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,122,168
15,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,122,168
16,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,122,168
17,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,122,168
18,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,122,168
19,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,122,168
20,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,122,168
21,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,122,168
22,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,121,168
23,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,121,168
24,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,121,168
25,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,121,168
26,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,121,168
27,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,121,168
28,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,121,168
29,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,121,168
30,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,121,168
31,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,121,168
32,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,121,168
33,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,121,168
34,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,121,168
35,Felis catus,Felis,Felinae,Felidae,Carnivora,121,168
36,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,121,168
37,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,121,168
38,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,121,168
39,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,121,168
40,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,119,168
41,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,119,168
42,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,119,168
43,Vulpes lagopus,Vulpes,,Canidae,Carnivora,119,168
44,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,119,168
45,Antechinus flavipes,Antechinus,,Dasyuridae,Dasyuromorphia,119,168
46,Vulpes vulpes,Vulpes,,Canidae,Carnivora,119,168
47,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,119,168
48,Meles meles,Meles,Melinae,Mustelidae,Carnivora,119,168
49,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,119,168
50,Canis lupus dingo,Canis,,Canidae,Carnivora,119,168
51,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,119,168
52,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,118,168
53,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,118,168
54,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,118,168
55,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,118,168
56,Tachyglossus aculeatus,Tachyglossus,,Tachyglossidae,Monotremata,118,168
57,Orycteropus afer afer,Orycteropus,,Orycteropodidae,Tubulidentata,117,168
58,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,117,168
59,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,117,168
60,Sorex araneus,Sorex,Soricinae,Soricidae,Eulipotyphla,117,168
61,Physeter catodon,Physeter,,Physeteridae,Artiodactyla,117,168
62,Ursus maritimus,Ursus,,Ursidae,Carnivora,117,168
63,Ursus americanus,Ursus,,Ursidae,Carnivora,117,168
64,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,117,168
