,species,genus,subfamily,family,order,Match,Maximum Possible
0,Orycteropus afer afer,Orycteropus,,Orycteropodidae,Tubulidentata,189,277
1,Equus asinus,Equus,,Equidae,Perissodactyla,189,277
2,Equus caballus,Equus,,Equidae,Perissodactyla,189,277
3,Equus quagga,Equus,,Equidae,Perissodactyla,187,277
4,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,186,277
5,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,186,277
6,Felis catus,Felis,Felinae,Felidae,Carnivora,186,277
7,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,186,277
8,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,185,277
9,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,185,277
10,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,185,277
11,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,185,277
12,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,185,277
13,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,185,277
14,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,185,277
15,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,184,277
16,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,184,277
17,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,183,277
18,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,183,277
19,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,183,277
20,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,183,277
21,Mirounga angustirostris,Mirounga,Monachinae,Phocidae,Carnivora,183,277
22,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,183,277
23,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,183,277
24,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,183,277
25,Meles meles,Meles,Melinae,Mustelidae,Carnivora,183,277
26,Suricata suricatta,Suricata,,Herpestidae,Carnivora,182,277
27,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,182,277
28,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,182,277
29,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,182,277
30,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,181,277
31,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,181,277
32,Mirounga leonina,Mirounga,Monachinae,Phocidae,Carnivora,181,277
33,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,181,277
34,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,181,277
35,Eubalaena glacialis,Eubalaena,,Balaenidae,Artiodactyla,181,277
36,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,181,277
37,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,181,277
38,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,181,277
39,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,181,277
40,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,180,277
41,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,180,277
42,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,180,277
43,Phyllostomus discolor,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,180,277
44,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,180,277
45,Monodon monoceros,Monodon,,Monodontidae,Artiodactyla,179,277
46,Canis lupus dingo,Canis,,Canidae,Carnivora,179,277
47,Physeter catodon,Physeter,,Physeteridae,Artiodactyla,179,277
48,Phyllostomus hastatus,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,179,277
49,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,179,277
50,Galeopterus variegatus,Galeopterus,,Cynocephalidae,Dermoptera,179,277
51,Delphinapterus leucas,Delphinapterus,,Monodontidae,Artiodactyla,179,277
52,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,179,277
53,Balaenoptera ricei,Balaenoptera,,Balaenopteridae,Artiodactyla,178,277
54,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,178,277
55,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,178,277
56,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,178,277
57,Balaenoptera acutorostrata,Balaenoptera,,Balaenopteridae,Artiodactyla,178,277
58,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,178,277
59,Nyctereutes procyonoides,Nyctereutes,,Canidae,Carnivora,178,277
60,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,178,277
61,Microtus oregoni,Microtus,Arvicolinae,Cricetidae,Rodentia,178,277
62,Tachyglossus aculeatus,Tachyglossus,,Tachyglossidae,Monotremata,178,277
63,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,177,277
