,species,genus,subfamily,family,order,Match,Maximum Possible
0,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,93,141
1,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,88,141
2,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,88,141
3,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,86,141
4,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,86,141
5,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,85,141
6,Mus caroli,Mus,Murinae,Muridae,Rodentia,84,141
7,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,84,141
8,Microtus ochrogaster,Microtus,Arvicolinae,Cricetidae,Rodentia,83,141
9,Microtus fortis,Microtus,Arvicolinae,Cricetidae,Rodentia,83,141
10,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,83,141
11,Chionomys nivalis,Chionomys,Arvicolinae,Cricetidae,Rodentia,83,141
12,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,82,141
13,Microtus oregoni,Microtus,Arvicolinae,Cricetidae,Rodentia,82,141
14,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,81,141
15,Suncus etruscus,Suncus,Crocidurinae,Soricidae,Eulipotyphla,81,141
16,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,81,141
17,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,81,141
18,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,81,141
19,Mus musculus,Mus,Murinae,Muridae,Rodentia,80,141
20,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,80,141
21,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,79,141
22,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,79,141
23,Microcebus murinus,Microcebus,,Cheirogaleidae,Primates,79,141
24,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,79,141
25,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,79,141
26,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,79,141
27,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,78,141
28,Propithecus coquereli,Propithecus,,Indriidae,Primates,78,141
29,Sus scrofa,Sus,,Suidae,Artiodactyla,78,141
30,Lemur catta,Lemur,,Lemuridae,Primates,78,141
31,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,78,141
32,Acomys russatus,Acomys,Deomyinae,Muridae,Rodentia,77,141
33,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,77,141
34,Sciurus carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia,77,141
35,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,77,141
36,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,77,141
37,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,77,141
38,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,77,141
39,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,76,141
40,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,76,141
41,Peromyscus leucopus,Peromyscus,Neotominae,Cricetidae,Rodentia,76,141
42,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,76,141
43,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,76,141
44,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,76,141
45,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,76,141
46,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,76,141
47,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,76,141
48,Felis catus,Felis,Felinae,Felidae,Carnivora,76,141
49,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,76,141
50,Talpa occidentalis,Talpa,,Talpidae,Eulipotyphla,76,141
51,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,76,141
52,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,76,141
53,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,75,141
54,Cavia porcellus,Cavia,,Caviidae,Rodentia,75,141
55,Peromyscus californicus insignis,Peromyscus,Neotominae,Cricetidae,Rodentia,75,141
56,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,75,141
57,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,75,141
58,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,75,141
59,Sorex fumeus,Sorex,Soricinae,Soricidae,Eulipotyphla,74,141
60,Ochotona curzoniae,Ochotona,,Ochotonidae,Lagomorpha,74,141
61,Trichechus manatus latirostris,Trichechus,,Trichechidae,Sirenia,74,141
62,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,74,141
63,Pteronotus parnellii mesoamericanus,Pteronotus,,Mormoopidae,Chiroptera,74,141
64,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,74,141
65,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,74,141
66,Fukomys damarensis,Fukomys,,Bathyergidae,Rodentia,74,141
