,species,genus,subfamily,family,order,Match,Maximum Possible
0,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,125,151
1,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,121,151
2,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,120,151
3,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,119,151
4,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,119,151
5,Mus caroli,Mus,Murinae,Muridae,Rodentia,117,151
6,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,114,151
7,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,114,151
8,Mus musculus,Mus,Murinae,Muridae,Rodentia,114,151
9,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,114,151
10,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,113,151
11,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,112,151
12,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,111,151
13,Peromyscus leucopus,Peromyscus,Neotominae,Cricetidae,Rodentia,111,151
14,Fukomys damarensis,Fukomys,,Bathyergidae,Rodentia,110,151
15,Chionomys nivalis,Chionomys,Arvicolinae,Cricetidae,Rodentia,110,151
16,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,110,151
17,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,110,151
18,Microtus ochrogaster,Microtus,Arvicolinae,Cricetidae,Rodentia,110,151
19,Microtus fortis,Microtus,Arvicolinae,Cricetidae,Rodentia,109,151
20,Propithecus coquereli,Propithecus,,Indriidae,Primates,109,151
21,Onychomys torridus,Onychomys,Neotominae,Cricetidae,Rodentia,109,151
22,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,109,151
23,Microtus oregoni,Microtus,Arvicolinae,Cricetidae,Rodentia,108,151
24,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,108,151
25,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,108,151
26,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,108,151
27,Castor canadensis,Castor,,Castoridae,Rodentia,108,151
28,Balaenoptera ricei,Balaenoptera,,Balaenopteridae,Artiodactyla,108,151
29,Lemur catta,Lemur,,Lemuridae,Primates,108,151
30,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,107,151
31,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,107,151
32,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,107,151
33,Peromyscus californicus insignis,Peromyscus,Neotominae,Cricetidae,Rodentia,107,151
34,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,107,151
35,Ochotona curzoniae,Ochotona,,Ochotonidae,Lagomorpha,107,151
36,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,107,151
