,species,genus,subfamily,family,order,Match,Maximum Possible
0,Microtus ochrogaster,Microtus,Arvicolinae,Cricetidae,Rodentia,148,204
1,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,145,204
2,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,144,204
3,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,143,204
4,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,142,204
5,Mus caroli,Mus,Murinae,Muridae,Rodentia,142,204
6,Chionomys nivalis,Chionomys,Arvicolinae,Cricetidae,Rodentia,141,204
7,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,141,204
8,Microtus fortis,Microtus,Arvicolinae,Cricetidae,Rodentia,141,204
9,Microtus oregoni,Microtus,Arvicolinae,Cricetidae,Rodentia,140,204
10,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,139,204
11,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,139,204
12,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,137,204
13,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,137,204
14,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,137,204
15,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,137,204
16,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,137,204
17,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,136,204
18,Mus musculus,Mus,Murinae,Muridae,Rodentia,136,204
19,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,134,204
20,Peromyscus leucopus,Peromyscus,Neotominae,Cricetidae,Rodentia,134,204
21,Peromyscus californicus insignis,Peromyscus,Neotominae,Cricetidae,Rodentia,134,204
22,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,133,204
23,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,133,204
24,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,131,204
25,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,130,204
26,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,130,204
27,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,130,204
28,Fukomys damarensis,Fukomys,,Bathyergidae,Rodentia,129,204
29,Sciurus carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia,129,204
30,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,128,204
31,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,128,204
32,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,127,204
33,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,127,204
34,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,127,204
35,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,127,204
36,Onychomys torridus,Onychomys,Neotominae,Cricetidae,Rodentia,127,204
37,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,127,204
38,Rhinopithecus roxellana,Rhinopithecus,Colobinae,Cercopithecidae,Primates,127,204
39,Suricata suricatta,Suricata,,Herpestidae,Carnivora,127,204
40,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,126,204
41,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,126,204
42,Phyllostomus hastatus,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,126,204
43,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,126,204
44,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,126,204
45,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,126,204
46,Felis catus,Felis,Felinae,Felidae,Carnivora,126,204
47,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,126,204
48,Equus asinus,Equus,,Equidae,Perissodactyla,125,204
49,Pteronotus parnellii mesoamericanus,Pteronotus,,Mormoopidae,Chiroptera,125,204
50,Cynocephalus volans,Cynocephalus,,Cynocephalidae,Dermoptera,125,204
51,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,125,204
52,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,125,204
53,Artibeus jamaicensis,Artibeus,Stenodermatinae,Phyllostomidae,Chiroptera,125,204
54,Phyllostomus discolor,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,125,204
55,Suncus etruscus,Suncus,Crocidurinae,Soricidae,Eulipotyphla,125,204
56,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,125,204
57,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,124,204
58,Equus quagga,Equus,,Equidae,Perissodactyla,124,204
59,Ochotona curzoniae,Ochotona,,Ochotonidae,Lagomorpha,124,204
60,Rhinopithecus bieti,Rhinopithecus,Colobinae,Cercopithecidae,Primates,124,204
61,Sturnira hondurensis,Sturnira,Stenodermatinae,Phyllostomidae,Chiroptera,124,204
62,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,124,204
63,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,124,204
64,Ochotona princeps,Ochotona,,Ochotonidae,Lagomorpha,123,204
65,Rhinolophus sinicus,Rhinolophus,Rhinolophinae,Rhinolophidae,Chiroptera,123,204
66,Trachypithecus francoisi,Trachypithecus,Colobinae,Cercopithecidae,Primates,123,204
67,Galeopterus variegatus,Galeopterus,,Cynocephalidae,Dermoptera,123,204
68,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,123,204
69,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,123,204
70,Sorex fumeus,Sorex,Soricinae,Soricidae,Eulipotyphla,123,204
71,Acomys russatus,Acomys,Deomyinae,Muridae,Rodentia,122,204
72,Microcebus murinus,Microcebus,,Cheirogaleidae,Primates,122,204
73,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,122,204
74,Equus caballus,Equus,,Equidae,Perissodactyla,122,204
75,Cercocebus atys,Cercocebus,Cercopithecinae,Cercopithecidae,Primates,121,204
76,Meles meles,Meles,Melinae,Mustelidae,Carnivora,121,204
77,Chinchilla lanigera,Chinchilla,,Chinchillidae,Rodentia,121,204
78,Theropithecus gelada,Theropithecus,Cercopithecinae,Cercopithecidae,Primates,121,204
79,Mandrillus leucophaeus,Mandrillus,Cercopithecinae,Cercopithecidae,Primates,121,204
80,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,121,204
81,Papio anubis,Papio,Cercopithecinae,Cercopithecidae,Primates,121,204
82,Talpa occidentalis,Talpa,,Talpidae,Eulipotyphla,121,204
83,Piliocolobus tephrosceles,Piliocolobus,Colobinae,Cercopithecidae,Primates,120,204
84,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,120,204
85,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,120,204
86,Dromiciops gliroides,Dromiciops,,Microbiotheriidae,Microbiotheria,120,204
87,Choloepus didactylus,Choloepus,,Megalonychidae,Pilosa,120,204
88,Jaculus jaculus,Jaculus,Dipodinae,Dipodidae,Rodentia,120,204
89,Macaca mulatta,Macaca,Cercopithecinae,Cercopithecidae,Primates,120,204
90,Callithrix jacchus,Callithrix,Callitrichinae,Cebidae,Primates,120,204
91,Macaca thibetana thibetana,Macaca,Cercopithecinae,Cercopithecidae,Primates,120,204
