,species,genus,subfamily,family,order,Match,Maximum Possible
0,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,101,124
1,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,99,124
2,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,99,124
3,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,97,124
4,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,97,124
5,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,97,124
6,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,96,124
7,Grammomys surdaster,Grammomys,Murinae,Muridae,Rodentia,93,124
8,Peromyscus maniculatus bairdii,Peromyscus,Neotominae,Cricetidae,Rodentia,91,124
9,Mesocricetus auratus,Mesocricetus,Cricetinae,Cricetidae,Rodentia,90,124
10,Mus caroli,Mus,Murinae,Muridae,Rodentia,89,124
11,Peromyscus leucopus,Peromyscus,Neotominae,Cricetidae,Rodentia,89,124
12,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,89,124
13,Fukomys damarensis,Fukomys,,Bathyergidae,Rodentia,88,124
14,Myodes glareolus,Myodes,Arvicolinae,Cricetidae,Rodentia,88,124
15,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,88,124
16,Mus musculus,Mus,Murinae,Muridae,Rodentia,88,124
17,Microtus ochrogaster,Microtus,Arvicolinae,Cricetidae,Rodentia,87,124
18,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,87,124
19,Microtus fortis,Microtus,Arvicolinae,Cricetidae,Rodentia,86,124
20,Lemur catta,Lemur,,Lemuridae,Primates,86,124
21,Chionomys nivalis,Chionomys,Arvicolinae,Cricetidae,Rodentia,86,124
22,Arvicola amphibius,Arvicola,Arvicolinae,Cricetidae,Rodentia,86,124
23,Eubalaena glacialis,Eubalaena,,Balaenidae,Artiodactyla,86,124
24,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,86,124
25,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,86,124
26,Balaenoptera ricei,Balaenoptera,,Balaenopteridae,Artiodactyla,86,124
27,Peromyscus californicus insignis,Peromyscus,Neotominae,Cricetidae,Rodentia,85,124
28,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,85,124
29,Balaenoptera musculus,Balaenoptera,,Balaenopteridae,Artiodactyla,85,124
30,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,85,124
31,Suncus etruscus,Suncus,Crocidurinae,Soricidae,Eulipotyphla,85,124
32,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,85,124
33,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,85,124
34,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,84,124
35,Sciurus carolinensis,Sciurus,Sciurinae,Sciuridae,Rodentia,84,124
36,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,84,124
37,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,84,124
38,Propithecus coquereli,Propithecus,,Indriidae,Primates,84,124
39,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,84,124
40,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,84,124
41,Microtus oregoni,Microtus,Arvicolinae,Cricetidae,Rodentia,84,124
42,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,84,124
43,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,84,124
