,species,genus,subfamily,family,order,Match,Maximum Possible
0,Equus asinus,Equus,,Equidae,Perissodactyla,62,115
1,Equus caballus,Equus,,Equidae,Perissodactyla,62,115
2,Equus quagga,Equus,,Equidae,Perissodactyla,62,115
3,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,59,115
4,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,58,115
5,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,58,115
6,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,58,115
7,Microcebus murinus,Microcebus,,Cheirogaleidae,Primates,58,115
8,Camelus bactrianus,Camelus,,Camelidae,Artiodactyla,58,115
9,Camelus ferus,Camelus,,Camelidae,Artiodactyla,58,115
10,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,58,115
11,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,58,115
12,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,58,115
13,Orycteropus afer afer,Orycteropus,,Orycteropodidae,Tubulidentata,58,115
14,Lemur catta,Lemur,,Lemuridae,Primates,58,115
15,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,57,115
16,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,57,115
17,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,57,115
18,Jaculus jaculus,Jaculus,Dipodinae,Dipodidae,Rodentia,57,115
19,Castor canadensis,Castor,,Castoridae,Rodentia,57,115
20,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,57,115
21,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,57,115
22,Octodon degus,Octodon,,Octodontidae,Rodentia,57,115
23,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,57,115
24,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,57,115
25,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,57,115
26,Pongo pygmaeus,Pongo,Ponginae,Hominidae,Primates,57,115
27,Heterocephalus glaber,Heterocephalus,,Bathyergidae,Rodentia,57,115
28,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,56,115
29,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,56,115
30,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,56,115
31,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,56,115
32,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,56,115
33,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,56,115
34,Pongo abelii,Pongo,Ponginae,Hominidae,Primates,56,115
35,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,56,115
36,Propithecus coquereli,Propithecus,,Indriidae,Primates,56,115
37,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,56,115
38,Rhinopithecus roxellana,Rhinopithecus,Colobinae,Cercopithecidae,Primates,56,115
39,Acomys russatus,Acomys,Deomyinae,Muridae,Rodentia,55,115
40,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,55,115
41,Hylobates moloch,Hylobates,,Hylobatidae,Primates,55,115
42,Pan troglodytes,Pan,Homininae,Hominidae,Primates,55,115
