,species,genus,subfamily,family,order,Match,Maximum Possible
0,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,112,153
1,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,110,153
2,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,109,153
3,Phodopus roborovskii,Phodopus,Cricetinae,Cricetidae,Rodentia,109,153
4,Talpa occidentalis,Talpa,,Talpidae,Eulipotyphla,109,153
5,Nannospalax galili,Nannospalax,Spalacinae,Spalacidae,Rodentia,109,153
6,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,109,153
7,Callithrix jacchus,Callithrix,Callitrichinae,Cebidae,Primates,108,153
8,Orycteropus afer afer,Orycteropus,,Orycteropodidae,Tubulidentata,108,153
9,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,108,153
10,Aotus nancymaae,Aotus,,Aotidae,Primates,108,153
11,Sorex fumeus,Sorex,Soricinae,Soricidae,Eulipotyphla,108,153
12,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,108,153
13,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,108,153
14,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,108,153
15,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,107,153
16,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,107,153
17,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,107,153
18,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,107,153
19,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,107,153
20,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,107,153
21,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,107,153
22,Pongo abelii,Pongo,Ponginae,Hominidae,Primates,107,153
23,Cebus imitator,Cebus,Cebinae,Cebidae,Primates,107,153
24,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,107,153
25,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,107,153
26,Sorex araneus,Sorex,Soricinae,Soricidae,Eulipotyphla,107,153
27,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,107,153
28,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,107,153
29,Sapajus apella,Sapajus,Cebinae,Cebidae,Primates,107,153
30,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,107,153
31,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,107,153
32,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,107,153
33,Pongo pygmaeus,Pongo,Ponginae,Hominidae,Primates,107,153
34,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,107,153
35,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,106,153
36,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,106,153
37,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,106,153
38,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,106,153
39,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,106,153
40,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,106,153
41,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,106,153
42,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,106,153
43,Meles meles,Meles,Melinae,Mustelidae,Carnivora,106,153
44,Felis catus,Felis,Felinae,Felidae,Carnivora,106,153
45,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,106,153
46,Ursus maritimus,Ursus,,Ursidae,Carnivora,105,153
47,Camelus dromedarius,Camelus,,Camelidae,Artiodactyla,105,153
48,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,105,153
49,Ursus arctos,Ursus,,Ursidae,Carnivora,105,153
50,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,105,153
51,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,105,153
52,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,105,153
53,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,105,153
54,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,105,153
55,Hyaena hyaena,Hyaena,,Hyaenidae,Carnivora,105,153
56,Sus scrofa,Sus,,Suidae,Artiodactyla,105,153
57,Desmodus rotundus,Desmodus,Desmodontinae,Phyllostomidae,Chiroptera,105,153
58,Ursus americanus,Ursus,,Ursidae,Carnivora,105,153
59,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,105,153
60,Psammomys obesus,Psammomys,Gerbillinae,Muridae,Rodentia,104,153
61,Symphalangus syndactylus,Symphalangus,,Hylobatidae,Primates,104,153
62,Ailuropoda melanoleuca,Ailuropoda,,Ursidae,Carnivora,104,153
63,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,104,153
64,Condylura cristata,Condylura,,Talpidae,Eulipotyphla,104,153
65,Erinaceus europaeus,Erinaceus,Erinaceinae,Erinaceidae,Eulipotyphla,104,153
66,Macaca nemestrina,Macaca,Cercopithecinae,Cercopithecidae,Primates,104,153
67,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,104,153
68,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,104,153
69,Pan paniscus,Pan,Homininae,Hominidae,Primates,104,153
70,Gorilla gorilla gorilla,Gorilla,Homininae,Hominidae,Primates,104,153
71,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,104,153
72,Eumetopias jubatus,Eumetopias,,Otariidae,Carnivora,104,153
73,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,104,153
74,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,104,153
75,Callorhinus ursinus,Callorhinus,,Otariidae,Carnivora,104,153
76,Pan troglodytes,Pan,Homininae,Hominidae,Primates,104,153
77,Manis javanica,Manis,,Manidae,Pholidota,103,153
78,Mandrillus leucophaeus,Mandrillus,Cercopithecinae,Cercopithecidae,Primates,103,153
79,Saimiri boliviensis boliviensis,Saimiri,Saimiriinae,Cebidae,Primates,103,153
80,Panthera tigris,Panthera,Pantherinae,Felidae,Carnivora,103,153
81,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,103,153
82,Nomascus leucogenys,Nomascus,,Hylobatidae,Primates,103,153
83,Lontra canadensis,Lontra,Lutrinae,Mustelidae,Carnivora,103,153
84,Chlorocebus sabaeus,Chlorocebus,Cercopithecinae,Cercopithecidae,Primates,103,153
85,Macaca thibetana thibetana,Macaca,Cercopithecinae,Cercopithecidae,Primates,103,153
86,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,103,153
87,Meriones unguiculatus,Meriones,Gerbillinae,Muridae,Rodentia,103,153
88,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,103,153
89,Lepus europaeus,Lepus,,Leporidae,Lagomorpha,103,153
90,Macaca fascicularis,Macaca,Cercopithecinae,Cercopithecidae,Primates,103,153
91,Cricetulus griseus,Cricetulus,Cricetinae,Cricetidae,Rodentia,103,153
92,Theropithecus gelada,Theropithecus,Cercopithecinae,Cercopithecidae,Primates,103,153
93,Cercocebus atys,Cercocebus,Cercopithecinae,Cercopithecidae,Primates,103,153
94,Oryctolagus cuniculus,Oryctolagus,,Leporidae,Lagomorpha,103,153
95,Hylobates moloch,Hylobates,,Hylobatidae,Primates,103,153
96,Suncus etruscus,Suncus,Crocidurinae,Soricidae,Eulipotyphla,103,153
97,Homo sapiens,Homo,Homininae,Hominidae,Primates,102,153
98,Rhinolophus sinicus,Rhinolophus,Rhinolophinae,Rhinolophidae,Chiroptera,102,153
99,Rhinopithecus roxellana,Rhinopithecus,Colobinae,Cercopithecidae,Primates,102,153
100,Dipodomys spectabilis,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,102,153
