,species,genus,subfamily,family,order,Match,Maximum Possible
0,Equus asinus,Equus,,Equidae,Perissodactyla,148,204
1,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,145,204
2,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,145,204
3,Equus caballus,Equus,,Equidae,Perissodactyla,145,204
4,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,144,204
5,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,144,204
6,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,144,204
7,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,144,204
8,Equus quagga,Equus,,Equidae,Perissodactyla,144,204
9,Orycteropus afer afer,Orycteropus,,Orycteropodidae,Tubulidentata,143,204
10,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,143,204
11,Lemur catta,Lemur,,Lemuridae,Primates,143,204
12,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,143,204
13,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,143,204
14,Physeter catodon,Physeter,,Physeteridae,Artiodactyla,143,204
15,Propithecus coquereli,Propithecus,,Indriidae,Primates,143,204
16,Mesoplodon densirostris,Mesoplodon,,Ziphiidae,Artiodactyla,143,204
17,Balaenoptera ricei,Balaenoptera,,Balaenopteridae,Artiodactyla,142,204
18,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,142,204
19,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,142,204
20,Delphinapterus leucas,Delphinapterus,,Monodontidae,Artiodactyla,141,204
21,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,141,204
22,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,141,204
23,Monodon monoceros,Monodon,,Monodontidae,Artiodactyla,141,204
24,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,141,204
25,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,141,204
26,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,140,204
27,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,140,204
28,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,140,204
29,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,140,204
30,Balaenoptera acutorostrata,Balaenoptera,,Balaenopteridae,Artiodactyla,140,204
31,Ictidomys tridecemlineatus,Ictidomys,Xerinae,Sciuridae,Rodentia,140,204
32,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,139,204
33,Orcinus orca,Orcinus,,Delphinidae,Artiodactyla,139,204
34,Phocoena sinus,Phocoena,,Phocoenidae,Artiodactyla,139,204
35,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,139,204
36,Tursiops truncatus,Tursiops,,Delphinidae,Artiodactyla,139,204
37,Arvicanthis niloticus,Arvicanthis,Murinae,Muridae,Rodentia,139,204
38,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,139,204
39,Galeopterus variegatus,Galeopterus,,Cynocephalidae,Dermoptera,137,204
40,Odobenus rosmarus divergens,Odobenus,,Odobenidae,Carnivora,137,204
41,Microcebus murinus,Microcebus,,Cheirogaleidae,Primates,137,204
42,Ochotona princeps,Ochotona,,Ochotonidae,Lagomorpha,137,204
43,Piliocolobus tephrosceles,Piliocolobus,Colobinae,Cercopithecidae,Primates,137,204
44,Balaenoptera musculus,Balaenoptera,,Balaenopteridae,Artiodactyla,137,204
45,Globicephala melas,Globicephala,,Delphinidae,Artiodactyla,137,204
46,Mus musculus,Mus,Murinae,Muridae,Rodentia,136,204
47,Ochotona curzoniae,Ochotona,,Ochotonidae,Lagomorpha,136,204
48,Delphinus delphis,Delphinus,,Delphinidae,Artiodactyla,136,204
49,Dipodomys ordii,Dipodomys,Dipodomyinae,Heteromyidae,Rodentia,136,204
50,Lagenorhynchus obliquidens,Lagenorhynchus,,Delphinidae,Artiodactyla,136,204
51,Urocitellus parryii,Urocitellus,Xerinae,Sciuridae,Rodentia,136,204
52,Trachypithecus francoisi,Trachypithecus,Colobinae,Cercopithecidae,Primates,136,204
53,Lagenorhynchus albirostris,Lagenorhynchus,,Delphinidae,Artiodactyla,136,204
54,Sus scrofa,Sus,,Suidae,Artiodactyla,136,204
55,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,136,204
56,Perognathus longimembris pacificus,Perognathus,Perognathinae,Heteromyidae,Rodentia,136,204
57,Rattus norvegicus,Rattus,Murinae,Muridae,Rodentia,135,204
58,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,135,204
59,Marmota monax,Marmota,Xerinae,Sciuridae,Rodentia,135,204
60,Nycticebus coucang,Nycticebus,,Lorisidae,Primates,135,204
61,Phyllostomus hastatus,Phyllostomus,Phyllostominae,Phyllostomidae,Chiroptera,135,204
62,Apodemus sylvaticus,Apodemus,Murinae,Muridae,Rodentia,135,204
63,Vombatus ursinus,Vombatus,,Vombatidae,Diprotodontia,135,204
64,Mastomys coucha,Mastomys,Murinae,Muridae,Rodentia,135,204
65,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,135,204
66,Hipposideros armiger,Hipposideros,,Hipposideridae,Chiroptera,135,204
67,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,135,204
68,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,135,204
69,Meles meles,Meles,Melinae,Mustelidae,Carnivora,135,204
70,Marmota flaviventris,Marmota,Xerinae,Sciuridae,Rodentia,135,204
71,Eubalaena glacialis,Eubalaena,,Balaenidae,Artiodactyla,135,204
72,Cynocephalus volans,Cynocephalus,,Cynocephalidae,Dermoptera,135,204
73,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,135,204
74,Marmota marmota marmota,Marmota,Xerinae,Sciuridae,Rodentia,135,204
75,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,135,204
76,Rattus rattus,Rattus,Murinae,Muridae,Rodentia,134,204
