,species,genus,subfamily,family,order,Match,Maximum Possible
0,Cervus canadensis,Cervus,Cervinae,Cervidae,Artiodactyla,195,252
1,Cervus elaphus,Cervus,Cervinae,Cervidae,Artiodactyla,195,252
2,Odocoileus virginianus texanus,Odocoileus,Odocoileinae,Cervidae,Artiodactyla,195,252
3,Dama dama,Dama,Cervinae,Cervidae,Artiodactyla,193,252
4,Bubalus bubalis,Bubalus,Bovinae,Bovidae,Artiodactyla,192,252
5,Bubalus kerabau,Bubalus,Bovinae,Bovidae,Artiodactyla,192,252
6,Ovis aries,Ovis,Caprinae,Bovidae,Artiodactyla,191,252
7,Capra hircus,Capra,Caprinae,Bovidae,Artiodactyla,191,252
8,Budorcas taxicolor,Budorcas,Caprinae,Bovidae,Artiodactyla,191,252
9,Bison bison bison,Bison,Bovinae,Bovidae,Artiodactyla,190,252
10,Bos indicus x Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,190,252
11,Bos taurus,Bos,Bovinae,Bovidae,Artiodactyla,190,252
12,Bos javanicus,Bos,Bovinae,Bovidae,Artiodactyla,190,252
13,Bos mutus,Bos,Bovinae,Bovidae,Artiodactyla,190,252
14,Oryx dammah,Oryx,Hippotraginae,Bovidae,Artiodactyla,189,252
15,Propithecus coquereli,Propithecus,,Indriidae,Primates,189,252
16,Phacochoerus africanus,Phacochoerus,,Suidae,Artiodactyla,187,252
17,Moschus berezovskii,Moschus,,Moschidae,Artiodactyla,187,252
18,Bos indicus,Bos,Bovinae,Bovidae,Artiodactyla,187,252
19,Equus asinus,Equus,,Equidae,Perissodactyla,187,252
20,Lemur catta,Lemur,,Lemuridae,Primates,186,252
21,Monodelphis domestica,Monodelphis,Didelphinae,Didelphidae,Didelphimorphia,185,252
22,Kogia breviceps,Kogia,,Physeteridae,Artiodactyla,185,252
23,Equus caballus,Equus,,Equidae,Perissodactyla,185,252
24,Equus quagga,Equus,,Equidae,Perissodactyla,184,252
25,Suricata suricatta,Suricata,,Herpestidae,Carnivora,183,252
26,Sus scrofa,Sus,,Suidae,Artiodactyla,182,252
27,Neophocaena asiaeorientalis,Neophocaena,,Phocoenidae,Artiodactyla,182,252
28,Felis catus,Felis,Felinae,Felidae,Carnivora,182,252
29,Sus scrofa domesticus,Sus,,Suidae,Artiodactyla,182,252
30,Diceros bicornis minor,Diceros,,Rhinocerotidae,Perissodactyla,182,252
31,Prionailurus bengalensis,Prionailurus,Felinae,Felidae,Carnivora,181,252
32,Neogale vison,Neogale,Mustelinae,Mustelidae,Carnivora,181,252
33,Mustela lutreola,Mustela,Mustelinae,Mustelidae,Carnivora,181,252
34,Mustela erminea,Mustela,Mustelinae,Mustelidae,Carnivora,181,252
35,Prionailurus viverrinus,Prionailurus,Felinae,Felidae,Carnivora,181,252
36,Leopardus geoffroyi,Leopardus,Felinae,Felidae,Carnivora,181,252
37,Lynx rufus,Lynx,Felinae,Felidae,Carnivora,181,252
38,Lynx canadensis,Lynx,Felinae,Felidae,Carnivora,181,252
39,Mustela putorius furo,Mustela,Mustelinae,Mustelidae,Carnivora,181,252
40,Neofelis nebulosa,Neofelis,Pantherinae,Felidae,Carnivora,181,252
41,Mustela nigripes,Mustela,Mustelinae,Mustelidae,Carnivora,181,252
42,Hippopotamus amphibius kiboko,Hippopotamus,,Hippopotamidae,Artiodactyla,181,252
43,Acinonyx jubatus,Acinonyx,Felinae,Felidae,Carnivora,181,252
44,Monodon monoceros,Monodon,,Monodontidae,Artiodactyla,180,252
45,Panthera onca,Panthera,Pantherinae,Felidae,Carnivora,180,252
46,Rousettus aegyptiacus,Rousettus,Rousettinae,Pteropodidae,Chiroptera,180,252
47,Delphinapterus leucas,Delphinapterus,,Monodontidae,Artiodactyla,180,252
48,Meles meles,Meles,Melinae,Mustelidae,Carnivora,180,252
49,Balaenoptera ricei,Balaenoptera,,Balaenopteridae,Artiodactyla,180,252
50,Panthera uncia,Panthera,Pantherinae,Felidae,Carnivora,180,252
51,Vicugna pacos,Vicugna,,Camelidae,Artiodactyla,180,252
52,Phocoena sinus,Phocoena,,Phocoenidae,Artiodactyla,180,252
53,Panthera leo,Panthera,Pantherinae,Felidae,Carnivora,180,252
54,Panthera pardus,Panthera,Pantherinae,Felidae,Carnivora,180,252
55,Camelus ferus,Camelus,,Camelidae,Artiodactyla,179,252
56,Mesoplodon densirostris,Mesoplodon,,Ziphiidae,Artiodactyla,179,252
57,Camelus bactrianus,Camelus,,Camelidae,Artiodactyla,179,252
58,Tupaia chinensis,Tupaia,,Tupaiidae,Scandentia,179,252
59,Lutra lutra,Lutra,Lutrinae,Mustelidae,Carnivora,179,252
